index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
3671								The boy is very happy.	The boy is very delighted.						entailment
3673								The boy is very happy.	The boy is very pleased.						entailment
3670								The boy is very happy.	The boy is very joyful.						entailment
3674								The boy is very happy.	The boy is very unwilling.						contradiction
3672								The boy is very happy.	The boy is very glad.						entailment
3386								Sitting down are two people who are very happy.	Sitting down are two people who are very pleased.						entailment
3389								Sitting down are two people who are very happy.	Sitting down are two people who are very unwilling.						contradiction
3387								Sitting down are two people who are very happy.	Sitting down are two people who are very delighted.						entailment
3385								Sitting down are two people who are very happy.	Sitting down are two people who are very joyful.						entailment
3388								Sitting down are two people who are very happy.	Sitting down are two people who are very glad.						entailment
1246								A woman wearing a floral red skirt and black tank top looks towards the sun near midday.	A woman wearing a floral white skirt and black tank top looks towards the sun near midday.						contradiction
1249								A woman wearing a floral red skirt and black tank top looks towards the sun near midday.	A woman wearing a floral red skirt and blue tank top looks towards the sun near midday.						contradiction
1248								A woman wearing a floral red skirt and black tank top looks towards the sun near midday.	A woman wearing a floral red skirt and green tank top looks towards the sun near midday.						contradiction
1247								A woman wearing a floral red skirt and black tank top looks towards the sun near midday.	A woman wearing a floral red skirt and white tank top looks towards the sun near midday.						contradiction
3360								A tiny little girl wearing pink stands by a man who is wearing brown and sitting down.	A small little girl wearing pink stands by a man who is wearing brown and sitting down.						entailment
301								The two boys sit in anticipation in the theater seats, awaiting the movie to start.	The two boys sit in anticipation in the theater seats, awaiting the movie to finish.						contradiction
304								The two boys sit in anticipation in the theater seats, awaiting the movie to start.	The twelve boys sit in anticipation in the theater seats, awaiting the movie to start.						contradiction
